YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS10M,WD10M
2021,2,8,20,13.1,97.56,0.13,0.95,79.61
2021,2,8,21,12.96,96.88,0.1,0.9,97.5
2021,2,8,22,12.41,96.81,0.06,1.12,102.88
2021,2,8,23,11.83,97.5,0.05,1.38,102.39
2021,2,9,0,11.4,97.5,0.05,1.43,106.55
2021,2,9,1,11.06,97.0,0.05,1.38,108.13
2021,2,9,2,10.84,96.88,0.05,1.26,101.1
2021,2,9,3,10.94,97.06,0.04,1.07,85.41
2021,2,9,4,11.16,94.88,0.04,0.82,77.83
2021,2,9,5,11.15,91.94,0.04,0.64,125.05
2021,2,9,6,10.98,92.38,0.04,0.93,162.93
2021,2,9,7,12.18,90.19,0.11,1.19,170.91
2021,2,9,8,14.03,81.0,0.11,1.41,169.81
2021,2,9,9,15.87,72.06,0.1,1.38,167.22
2021,2,9,10,17.44,65.31,0.11,1.0,164.12
2021,2,9,11,18.32,63.31,0.14,0.62,152.14
2021,2,9,12,18.55,64.0,0.18,0.53,124.85
2021,2,9,13,18.35,66.69,0.21,0.73,92.46
2021,2,9,14,17.71,71.5,0.23,0.84,56.01
2021,2,9,15,16.97,76.94,0.24,1.07,16.18
2021,2,9,16,16.01,82.94,0.23,1.3,358.27
2021,2,9,17,14.93,90.94,0.25,1.3,350.31
2021,2,9,18,14.02,96.38,0.25,1.14,346.92
2021,2,9,19,13.79,97.69,0.27,1.15,349.83
2021,2,9,20,13.62,98.62,0.31,1.2,358.14
2021,2,9,21,13.56,99.0,0.36,0.98,1.83
2021,2,9,22,13.62,98.25,0.37,0.81,336.15
2021,2,9,23,13.45,97.81,0.33,0.88,314.64
2021,2,10,0,13.15,98.06,0.28,1.15,320.49
2021,2,10,1,12.69,98.44,0.24,1.36,330.79
2021,2,10,2,12.23,98.88,0.22,1.29,340.25
2021,2,10,3,11.87,99.25,0.19,1.07,355.79
2021,2,10,4,11.81,99.0,0.18,0.81,19.13
2021,2,10,5,11.87,98.81,0.19,0.68,38.45
2021,2,10,6,11.96,98.44,0.19,0.76,30.26
2021,2,10,7,13.09,96.0,0.18,1.27,359.65
2021,2,10,8,14.4,91.38,0.17,1.99,344.98
2021,2,10,9,15.91,83.38,0.16,2.3,342.37
2021,2,10,10,17.04,77.25,0.18,2.38,337.22
2021,2,10,11,17.36,75.94,0.22,2.6,331.51
2021,2,10,12,17.18,77.56,0.3,2.9,328.11
2021,2,10,13,16.71,80.62,0.39,3.12,323.76
2021,2,10,14,16.23,83.5,0.45,3.08,321.7
2021,2,10,15,15.77,86.12,0.48,2.85,322.79
2021,2,10,16,15.08,90.44,0.47,2.67,325.15
2021,2,10,17,14.34,95.69,0.45,2.21,325.97
2021,2,10,18,13.78,98.56,0.49,1.6,328.56
2021,2,10,19,13.6,99.0,0.51,1.5,333.43
2021,2,10,20,13.38,99.44,0.49,1.37,340.74
2021,2,10,21,13.15,99.81,0.48,1.19,344.42
2021,2,10,22,13.02,99.69,0.56,1.01,337.21
2021,2,10,23,12.86,99.81,0.72,1.01,324.1
2021,2,11,0,12.67,99.94,0.67,1.1,319.31
2021,2,11,1,12.51,99.94,0.51,1.03,320.86
2021,2,11,2,12.54,99.38,0.37,0.86,332.97
2021,2,11,3,12.63,98.69,0.31,0.65,358.62
2021,2,11,4,12.44,99.25,0.29,0.47,33.42
2021,2,11,5,12.27,99.56,0.26,0.52,79.7
2021,2,11,6,12.4,99.31,0.21,0.79,100.2
2021,2,11,7,13.56,96.44,0.07,1.51,103.46
2021,2,11,8,14.72,91.44,0.06,1.98,99.09
2021,2,11,9,15.97,83.44,0.06,1.95,89.08
2021,2,11,10,17.11,76.5,0.07,1.78,76.02
2021,2,11,11,17.65,73.94,0.09,1.55,57.99
2021,2,11,12,17.78,74.06,0.12,1.4,35.72
2021,2,11,13,17.71,75.25,0.15,1.53,14.74
2021,2,11,14,17.23,78.31,0.17,1.8,357.01
2021,2,11,15,16.46,82.94,0.15,1.94,345.8
2021,2,11,16,15.78,86.94,0.12,1.84,337.57
2021,2,11,17,14.98,92.25,0.08,1.52,334.09
2021,2,11,18,14.19,97.5,0.05,0.83,343.09
2021,2,11,19,13.84,98.81,0.05,0.46,30.96
2021,2,11,20,13.49,99.88,0.06,0.55,42.11
2021,2,11,21,13.24,100.0,0.06,0.57,44.44
2021,2,11,22,13.05,100.0,0.06,0.55,47.29
2021,2,11,23,12.81,100.0,0.06,0.54,58.61
2021,2,12,0,12.59,100.0,0.06,0.57,69.08
2021,2,12,1,12.43,100.0,0.06,0.54,71.57
2021,2,12,2,12.33,100.0,0.06,0.45,68.75
2021,2,12,3,12.2,100.0,0.06,0.44,63.89
2021,2,12,4,12.15,99.69,0.05,0.4,70.5
2021,2,12,5,11.99,99.38,0.04,0.32,80.31
2021,2,12,6,12.2,98.5,0.03,0.23,90.0
2021,2,12,7,13.24,94.94,0.0,0.48,106.07
2021,2,12,8,14.33,88.5,0.0,1.35,114.94
2021,2,12,9,15.83,79.31,0.0,2.04,116.57
2021,2,12,10,17.47,71.06,0.01,2.57,111.25
2021,2,12,11,18.44,67.25,0.01,2.68,105.37
2021,2,12,12,18.52,67.62,0.02,2.28,98.66
2021,2,12,13,18.98,67.69,0.02,1.84,89.03
2021,2,12,14,18.44,70.5,0.02,1.49,76.33
2021,2,12,15,17.42,75.69,0.02,1.24,61.82
2021,2,12,16,16.41,81.38,0.02,1.16,43.36
2021,2,12,17,15.18,89.38,0.02,1.1,25.29
2021,2,12,18,13.94,97.19,0.02,0.86,19.58
2021,2,12,19,13.48,99.5,0.01,0.86,56.16
2021,2,12,20,13.1,100.0,0.01,0.98,69.39
2021,2,12,21,12.78,100.0,0.01,0.98,69.55
2021,2,12,22,12.51,100.0,0.01,0.95,67.67
2021,2,12,23,12.32,100.0,0.01,0.88,64.34
2021,2,13,0,12.12,100.0,0.01,0.87,63.2
2021,2,13,1,11.87,100.0,0.0,0.95,66.18
2021,2,13,2,11.61,100.0,0.01,1.08,70.12
2021,2,13,3,11.43,100.0,0.01,1.17,74.48
2021,2,13,4,11.18,100.0,0.01,1.14,88.04
2021,2,13,5,10.98,100.0,0.01,1.13,107.31
2021,2,13,6,11.4,98.19,0.0,1.19,124.53
2021,2,13,7,13.34,88.25,0.01,2.14,128.92
2021,2,13,8,15.11,75.25,0.01,2.89,119.69
2021,2,13,9,16.93,66.44,0.01,3.26,111.39
2021,2,13,10,18.12,63.19,0.02,3.16,104.0
2021,2,13,11,19.08,62.06,0.05,2.91,99.89
2021,2,13,12,19.61,62.12,0.07,2.58,97.3
2021,2,13,13,19.79,63.0,0.09,2.13,92.31
2021,2,13,14,19.55,64.88,0.08,1.71,84.5
2021,2,13,15,18.52,69.69,0.07,1.32,71.35
2021,2,13,16,17.21,76.06,0.05,1.19,56.21
2021,2,13,17,15.64,85.5,0.04,1.09,41.22
2021,2,13,18,13.92,95.69,0.02,0.87,30.26
2021,2,13,19,13.34,98.75,0.02,0.89,52.83
2021,2,13,20,13.09,100.0,0.02,0.95,76.19
2021,2,13,21,12.81,100.0,0.02,1.11,95.23
2021,2,13,22,12.46,100.0,0.02,1.46,108.05
2021,2,13,23,12.16,100.0,0.02,1.8,116.23
2021,2,14,0,11.99,100.0,0.02,1.72,118.78
2021,2,14,1,11.94,98.94,0.02,1.38,120.19
2021,2,14,2,11.89,98.06,0.02,1.13,119.94
2021,2,14,3,11.78,97.69,0.02,0.87,109.41
2021,2,14,4,11.58,98.25,0.03,0.77,91.16
2021,2,14,5,11.42,99.0,0.03,0.89,81.94
2021,2,14,6,11.65,98.5,0.04,0.92,77.74
2021,2,14,7,13.47,92.81,0.01,1.64,73.38
2021,2,14,8,15.15,84.5,0.01,2.23,67.75
2021,2,14,9,16.94,74.62,0.01,2.55,70.12
2021,2,14,10,18.4,67.69,0.01,2.74,69.29
2021,2,14,11,19.18,65.06,0.01,2.64,65.11
2021,2,14,12,19.26,65.69,0.01,2.41,58.94
2021,2,14,13,18.92,67.81,0.01,2.25,54.05
2021,2,14,14,18.26,71.06,0.01,2.0,50.85
2021,2,14,15,17.26,76.19,0.01,1.92,47.3
2021,2,14,16,16.23,82.12,0.01,1.78,42.16
2021,2,14,17,14.99,89.88,0.01,1.59,28.21
2021,2,14,18,13.9,96.56,0.02,1.38,6.8
2021,2,14,19,13.41,98.19,0.03,1.49,5.11
2021,2,14,20,13.05,98.88,0.04,1.5,3.58
2021,2,14,21,12.75,99.12,0.05,1.28,6.3
2021,2,14,22,12.49,99.31,0.05,1.07,14.74
2021,2,14,23,12.4,99.25,0.03,0.94,31.05
2021,2,15,0,12.28,99.31,0.01,0.77,45.0
2021,2,15,1,12.14,99.5,0.01,0.64,50.46
2021,2,15,2,11.95,99.81,0.01,0.7,52.74
2021,2,15,3,11.68,99.94,0.02,0.91,38.35
2021,2,15,4,11.29,99.88,0.02,0.9,17.18
2021,2,15,5,11.01,99.38,0.03,0.77,-0.0
2021,2,15,6,11.13,97.62,0.03,0.78,333.69
2021,2,15,7,12.3,92.75,1.5,0.9,323.13
2021,2,15,8,14.11,86.44,1.66,1.28,346.56
2021,2,15,9,15.95,78.44,1.65,2.03,354.47
2021,2,15,10,17.38,72.12,1.35,2.35,1.71
2021,2,15,11,17.89,70.31,1.07,2.41,0.74
2021,2,15,12,17.55,71.62,0.8,2.19,357.34
2021,2,15,13,16.82,74.94,0.55,2.06,352.58
2021,2,15,14,16.23,78.19,0.42,1.96,343.3
2021,2,15,15,15.75,80.44,0.36,1.85,329.74
2021,2,15,16,15.15,83.94,0.28,1.59,316.8
2021,2,15,17,14.4,88.94,0.21,1.03,303.21
2021,2,15,18,13.64,95.0,0.19,0.26,282.34
2021,2,15,19,13.39,95.94,0.17,0.42,114.18
2021,2,15,20,13.11,96.62,0.22,0.99,105.57
2021,2,15,21,12.94,96.06,0.31,1.2,97.13
2021,2,15,22,12.83,94.38,0.4,1.06,92.11
2021,2,15,23,12.81,92.38,0.55,0.62,90.73
2021,2,16,0,12.49,93.25,0.8,0.2,249.44
2021,2,16,1,11.99,95.62,1.21,0.57,266.86
2021,2,16,2,11.74,95.56,1.68,0.46,275.81
2021,2,16,3,11.62,94.94,2.01,0.16,324.78
2021,2,16,4,11.44,94.81,2.17,0.29,80.79
2021,2,16,5,11.3,94.62,2.04,0.37,119.29
2021,2,16,6,11.58,94.62,1.74,0.43,171.72
2021,2,16,7,13.39,90.75,0.45,0.44,185.1
2021,2,16,8,15.51,78.94,0.36,0.94,43.99
2021,2,16,9,17.19,69.88,0.32,1.8,35.97
2021,2,16,10,18.35,66.0,0.35,2.56,27.27
2021,2,16,11,19.08,64.62,0.36,3.14,23.76
2021,2,16,12,19.11,65.5,0.3,3.36,17.3
2021,2,16,13,18.66,67.5,0.22,3.44,7.71
2021,2,16,14,17.55,72.12,0.15,3.31,357.84
2021,2,16,15,16.37,78.06,0.15,3.17,347.03
2021,2,16,16,15.42,82.88,0.22,3.18,335.95
2021,2,16,17,14.27,89.69,0.24,2.79,328.18
2021,2,16,18,13.02,96.62,0.27,2.17,326.88
2021,2,16,19,12.33,98.56,0.19,2.26,326.59
2021,2,16,20,12.03,98.44,0.13,2.33,319.21
2021,2,16,21,11.94,97.81,0.09,2.27,310.67
2021,2,16,22,11.83,97.94,0.09,2.28,300.09
2021,2,16,23,11.87,97.94,0.08,2.36,295.46
2021,2,17,0,11.82,98.44,0.05,2.15,296.1
2021,2,17,1,11.83,98.69,0.04,1.92,296.36
2021,2,17,2,11.78,99.12,0.04,2.06,299.48
2021,2,17,3,11.63,99.56,0.05,2.08,302.74
2021,2,17,4,11.45,99.56,0.05,1.78,310.19
2021,2,17,5,11.12,99.12,0.04,1.74,312.45
2021,2,17,6,11.15,98.12,0.03,1.57,319.43
2021,2,17,7,12.13,93.38,0.01,1.76,321.66
2021,2,17,8,13.55,84.88,0.01,1.64,313.84
2021,2,17,9,15.58,73.38,0.01,1.77,313.75
2021,2,17,10,17.62,63.25,0.01,2.16,322.8
2021,2,17,11,18.93,60.44,0.01,2.66,327.1
2021,2,17,12,19.21,61.94,0.01,2.99,329.22
2021,2,17,13,18.9,64.44,0.01,3.11,331.31
2021,2,17,14,18.33,66.75,0.02,3.24,333.37
2021,2,17,15,17.21,71.56,0.03,3.38,333.2
2021,2,17,16,15.68,79.69,0.03,3.46,328.86
2021,2,17,17,14.37,88.62,0.05,2.96,322.28
2021,2,17,18,13.67,95.44,0.06,1.93,321.09
2021,2,17,19,13.56,97.38,0.07,1.73,318.11
2021,2,17,20,13.42,98.0,0.07,2.08,321.71
2021,2,17,21,13.06,98.94,0.06,2.3,328.47
2021,2,17,22,12.89,99.0,0.06,2.3,329.87
2021,2,17,23,12.69,98.44,0.05,2.26,321.31
2021,2,18,0,12.44,98.25,0.05,2.08,314.24
2021,2,18,1,12.12,98.75,0.04,2.14,306.83
2021,2,18,2,11.86,99.25,0.03,2.11,300.75
2021,2,18,3,11.6,99.44,0.03,1.95,297.69
2021,2,18,4,11.3,99.94,0.03,1.64,297.91
2021,2,18,5,10.89,100.0,0.03,1.57,298.22
2021,2,18,6,11.05,98.25,0.03,1.76,295.77
2021,2,18,7,12.09,92.62,0.06,2.48,292.2
2021,2,18,8,13.36,85.44,0.06,2.61,291.2
2021,2,18,9,14.96,76.0,0.08,2.43,291.7
2021,2,18,10,16.45,69.0,0.09,2.23,297.1
2021,2,18,11,17.49,66.0,0.11,2.29,306.95
2021,2,18,12,18.01,65.31,0.12,2.5,315.13
2021,2,18,13,17.89,66.81,0.13,2.71,320.72
2021,2,18,14,17.36,70.38,0.14,2.8,326.62
2021,2,18,15,16.55,75.0,0.15,2.83,331.31
2021,2,18,16,15.69,80.12,0.16,2.75,334.45
2021,2,18,17,14.46,89.0,0.15,2.36,340.31
2021,2,18,18,13.63,96.25,0.14,1.59,346.65
2021,2,18,19,13.44,98.06,0.13,1.4,350.7
2021,2,18,20,13.28,98.75,0.14,1.39,350.33
2021,2,18,21,13.1,99.19,0.16,1.53,347.6
2021,2,18,22,12.83,99.69,0.2,1.52,347.82
2021,2,18,23,12.6,99.75,0.21,1.51,350.49
2021,2,19,0,12.38,99.81,0.19,1.54,350.63
2021,2,19,1,12.23,99.5,0.17,1.55,348.97
2021,2,19,2,12.13,99.19,0.15,1.52,345.11
2021,2,19,3,12.23,98.56,0.12,1.6,336.43
2021,2,19,4,12.36,98.12,0.11,1.65,331.98
2021,2,19,5,12.32,98.38,0.09,1.68,334.63
2021,2,19,6,12.4,98.31,0.09,1.6,337.57
2021,2,19,7,12.99,96.56,0.1,1.94,338.28
2021,2,19,8,13.73,91.62,0.12,2.06,341.43
2021,2,19,9,14.84,84.56,0.13,2.35,343.37
2021,2,19,10,15.9,78.62,0.15,2.71,346.48
2021,2,19,11,16.38,76.12,0.19,2.93,347.04
2021,2,19,12,16.37,76.31,0.23,3.02,347.29
2021,2,19,13,16.3,76.81,0.28,3.17,345.72
2021,2,19,14,16.06,78.0,0.34,3.27,342.61
2021,2,19,15,15.58,80.06,0.4,3.28,339.8
2021,2,19,16,14.92,83.44,0.44,3.18,336.21
2021,2,19,17,13.83,89.94,0.43,2.57,330.86
2021,2,19,18,12.65,97.38,0.38,1.49,325.06
2021,2,19,19,12.27,97.62,0.32,1.07,325.96
2021,2,19,20,12.1,97.75,0.23,0.87,327.45
2021,2,19,21,11.96,98.25,0.13,1.0,333.43
2021,2,19,22,11.72,98.44,0.08,1.01,351.12
2021,2,19,23,11.57,97.44,0.06,0.97,358.15
2021,2,20,0,11.55,96.88,0.05,0.92,351.66
2021,2,20,1,11.4,97.62,0.04,1.07,346.47
2021,2,20,2,11.2,98.44,0.02,1.26,340.44
2021,2,20,3,11.08,98.5,0.01,1.26,328.98
2021,2,20,4,10.8,97.75,0.02,1.14,315.56
2021,2,20,5,10.77,96.62,0.01,0.94,309.62
2021,2,20,6,11.12,95.25,0.01,0.74,309.42
2021,2,20,7,12.98,87.94,0.0,0.3,343.44
2021,2,20,8,15.47,76.31,0.0,0.81,81.09
2021,2,20,9,17.6,65.62,0.0,1.07,73.82
2021,2,20,10,19.04,62.25,0.0,1.11,56.76
2021,2,20,11,19.4,62.0,0.0,1.15,44.73
2021,2,20,12,19.33,63.69,0.0,1.15,36.71
2021,2,20,13,18.8,66.88,0.01,1.15,30.56
2021,2,20,14,17.84,71.25,0.02,1.18,22.65
2021,2,20,15,16.73,77.0,0.02,1.24,20.73
2021,2,20,16,15.74,83.0,0.03,1.38,27.0
2021,2,20,17,14.62,90.12,0.04,1.47,29.97
2021,2,20,18,13.79,95.88,0.05,1.25,25.92
2021,2,20,19,13.47,97.56,0.06,1.01,25.77
2021,2,20,20,12.88,99.5,0.07,0.63,51.56
2021,2,20,21,12.44,100.0,0.08,0.39,148.84
2021,2,20,22,11.89,99.75,0.09,0.63,212.91
2021,2,20,23,11.55,97.88,0.09,0.92,254.79
2021,2,21,0,11.47,97.56,0.06,1.17,281.16
2021,2,21,1,11.06,98.06,0.04,1.22,298.7
2021,2,21,2,10.76,98.12,0.02,1.2,318.18
2021,2,21,3,10.46,97.75,0.01,1.13,330.95
2021,2,21,4,10.4,96.75,0.01,0.91,322.64
2021,2,21,5,10.41,95.12,0.01,0.55,314.42
2021,2,21,6,10.66,93.81,0.01,0.03,206.57
2021,2,21,7,12.48,83.88,0.03,0.68,150.5
2021,2,21,8,14.93,71.69,0.03,0.56,144.09
2021,2,21,9,16.9,64.25,0.02,0.24,38.37
2021,2,21,10,18.25,61.12,0.02,1.08,341.43
2021,2,21,11,19.01,60.19,0.03,2.15,331.39
2021,2,21,12,19.15,61.56,0.03,2.83,329.47
2021,2,21,13,18.61,65.19,0.04,3.02,327.26
2021,2,21,14,17.42,71.0,0.04,2.82,327.67
2021,2,21,15,16.18,77.62,0.05,2.49,333.19
2021,2,21,16,15.14,84.25,0.06,2.72,337.34
2021,2,21,17,14.16,91.31,0.06,2.9,337.71
2021,2,21,18,13.53,96.25,0.06,2.53,337.71
2021,2,21,19,13.35,97.62,0.06,2.42,338.23
2021,2,21,20,13.21,98.19,0.05,2.73,337.47
2021,2,21,21,13.05,98.62,0.05,2.56,336.8
2021,2,21,22,12.78,98.94,0.05,2.12,332.4
2021,2,21,23,12.51,98.88,0.05,1.71,317.95
2021,2,22,0,12.28,99.12,0.05,1.64,299.13
2021,2,22,1,12.01,98.94,0.04,1.74,289.41
2021,2,22,2,11.69,99.12,0.04,1.5,282.3
2021,2,22,3,11.44,98.62,0.05,1.41,287.13
2021,2,22,4,11.4,98.12,0.07,1.26,301.33
2021,2,22,5,11.22,97.88,0.07,1.15,307.26
2021,2,22,6,11.21,98.12,0.06,1.13,306.55
2021,2,22,7,11.76,95.5,0.0,1.65,304.97
2021,2,22,8,12.26,93.19,0.0,1.51,302.95
2021,2,22,9,13.18,87.38,0.0,1.01,304.55
2021,2,22,10,14.19,81.81,0.0,0.24,305.75
2021,2,22,11,14.73,78.88,0.0,0.33,150.42
2021,2,22,12,15.0,77.88,0.0,0.76,141.25
2021,2,22,13,15.07,78.44,0.0,1.08,133.25
2021,2,22,14,14.95,80.06,0.0,1.23,125.71
2021,2,22,15,14.56,83.25,0.0,1.34,120.16
2021,2,22,16,13.91,88.0,0.0,1.29,115.02
2021,2,22,17,13.23,93.38,0.0,0.99,107.0
2021,2,22,18,12.73,96.94,0.0,0.8,105.95
2021,2,22,19,12.58,98.06,0.0,0.85,112.58
2021,2,22,20,12.37,98.69,0.0,0.78,110.62
2021,2,22,21,12.16,98.62,0.0,0.72,110.19
2021,2,22,22,12.0,98.38,0.0,0.68,112.42
2021,2,22,23,11.79,98.25,0.0,0.68,113.63
2021,2,23,0,11.62,97.56,0.0,0.68,115.69
2021,2,23,1,11.48,97.19,0.0,0.64,118.44
2021,2,23,2,11.36,96.88,0.0,0.5,112.96
2021,2,23,3,11.23,96.88,0.0,0.3,79.56
2021,2,23,4,11.19,97.31,0.0,0.28,9.73
2021,2,23,5,11.07,98.88,0.0,0.31,310.91
2021,2,23,6,11.35,98.56,0.0,0.31,275.86
2021,2,23,7,12.34,94.69,0.0,0.24,296.57
2021,2,23,8,13.16,89.0,0.0,0.49,15.57
2021,2,23,9,13.33,85.5,0.0,0.85,41.28
2021,2,23,10,13.67,82.25,0.0,1.09,51.98
2021,2,23,11,14.2,79.0,0.0,1.22,76.68
2021,2,23,12,14.74,76.88,0.0,1.73,104.1
2021,2,23,13,15.28,74.69,0.0,2.51,113.29
2021,2,23,14,15.49,74.44,0.0,2.96,115.14
2021,2,23,15,15.41,75.44,0.0,3.28,115.1
2021,2,23,16,14.96,78.56,0.0,3.07,114.81
2021,2,23,17,14.03,86.31,0.0,2.33,117.6
2021,2,23,18,12.83,93.69,0.0,1.35,118.05
2021,2,23,19,12.32,95.56,0.0,1.25,125.08
2021,2,23,20,11.98,95.81,0.0,1.3,130.86
2021,2,23,21,11.62,95.62,0.0,1.31,136.21
2021,2,23,22,11.33,95.19,0.0,1.51,140.23
2021,2,23,23,11.12,94.12,0.0,1.82,141.46
2021,2,24,0,10.87,93.44,0.0,1.97,143.4
2021,2,24,1,10.67,93.0,0.0,2.13,141.11
2021,2,24,2,10.6,92.5,0.0,2.17,139.24
2021,2,24,3,10.52,92.62,0.0,2.08,138.81
2021,2,24,4,10.56,92.75,0.0,2.08,139.73
2021,2,24,5,10.64,93.12,0.0,2.33,138.13
2021,2,24,6,11.14,93.31,0.0,2.55,136.74
2021,2,24,7,13.21,85.19,0.06,3.38,132.38
2021,2,24,8,14.62,77.44,0.08,4.13,125.76
2021,2,24,9,15.86,72.12,0.1,4.73,122.93
2021,2,24,10,16.85,68.0,0.12,5.26,122.93
2021,2,24,11,17.69,64.88,0.13,5.61,123.54
2021,2,24,12,18.09,63.38,0.14,5.85,122.5
2021,2,24,13,18.06,63.69,0.16,5.9,120.57
2021,2,24,14,17.82,65.0,0.17,5.79,118.47
2021,2,24,15,17.37,67.0,0.18,5.62,117.14
2021,2,24,16,16.52,71.19,0.16,5.1,116.88
2021,2,24,17,15.14,80.81,0.14,3.99,118.83
2021,2,24,18,13.66,91.75,0.13,2.61,124.5
2021,2,24,19,13.09,93.75,0.12,2.36,126.79
2021,2,24,20,12.59,95.0,0.11,2.57,128.96
2021,2,24,21,12.33,95.5,0.11,2.61,129.89
2021,2,24,22,12.12,95.75,0.11,2.66,128.32
2021,2,24,23,12.05,95.44,0.12,2.55,128.52
2021,2,25,0,12.0,95.25,0.13,2.42,130.54
2021,2,25,1,11.89,95.44,0.13,2.39,130.89
2021,2,25,2,11.8,95.69,0.12,2.23,130.17
2021,2,25,3,11.67,95.94,0.12,2.04,127.22
2021,2,25,4,11.57,95.94,0.11,1.72,128.74
2021,2,25,5,11.56,96.12,0.1,2.05,131.6
2021,2,25,6,11.84,96.06,0.1,2.85,128.54
2021,2,25,7,12.86,92.69,0.03,3.69,133.03
2021,2,25,8,13.92,86.31,0.04,4.62,139.11
2021,2,25,9,15.05,77.44,0.04,5.08,142.62
2021,2,25,10,16.05,70.0,0.03,4.96,139.92
2021,2,25,11,16.9,65.38,0.04,4.51,134.02
2021,2,25,12,17.23,64.56,0.04,4.13,127.48
2021,2,25,13,17.04,65.81,0.05,3.87,120.45
2021,2,25,14,16.62,67.56,0.05,3.74,114.96
2021,2,25,15,16.12,69.69,0.04,3.6,113.84
2021,2,25,16,15.54,72.5,0.03,3.24,113.6
2021,2,25,17,14.44,80.5,0.02,2.48,113.98
2021,2,25,18,12.93,90.69,0.02,1.28,116.57
2021,2,25,19,12.42,92.81,0.01,1.14,124.67
2021,2,25,20,12.2,93.0,0.01,1.27,128.99
2021,2,25,21,12.12,92.38,0.01,1.46,131.53
2021,2,25,22,11.93,92.69,0.02,1.96,134.68
2021,2,25,23,11.61,94.12,0.04,2.49,134.24
2021,2,26,0,11.45,95.31,0.05,3.01,130.47
2021,2,26,1,11.38,95.62,0.06,3.03,131.55
2021,2,26,2,11.31,95.5,0.08,2.87,134.78
2021,2,26,3,11.23,95.06,0.1,2.66,134.05
2021,2,26,4,11.09,94.94,0.09,1.55,117.6
2021,2,26,5,11.08,95.19,0.06,0.99,104.15
2021,2,26,6,11.31,95.31,0.03,1.14,112.53
2021,2,26,7,12.83,90.69,0.01,1.88,107.38
2021,2,26,8,14.33,83.25,0.01,2.74,85.43
2021,2,26,9,15.79,75.75,0.02,3.65,77.63
2021,2,26,10,17.21,68.19,0.03,4.09,79.31
2021,2,26,11,17.95,65.25,0.02,3.98,79.95
2021,2,26,12,17.62,67.69,0.02,3.61,77.74
2021,2,26,13,17.18,71.44,0.03,2.95,73.05
2021,2,26,14,16.92,74.25,0.03,2.19,68.2
2021,2,26,15,16.45,77.62,0.03,1.61,64.06
2021,2,26,16,15.69,82.56,0.03,1.22,58.85
2021,2,26,17,14.73,89.38,0.03,0.82,61.0
2021,2,26,18,13.65,96.88,0.02,0.61,91.47
2021,2,26,19,13.37,97.88,0.02,0.84,106.75
2021,2,26,20,13.12,98.25,0.02,0.86,111.9
2021,2,26,21,12.87,98.0,0.02,0.75,120.04
2021,2,26,22,12.48,98.06,0.02,0.79,129.01
2021,2,26,23,12.17,97.5,0.03,1.1,129.81
2021,2,27,0,11.96,96.62,0.03,1.39,122.35
2021,2,27,1,11.67,97.0,0.02,1.58,113.9
2021,2,27,2,11.37,98.25,0.01,1.43,106.46
2021,2,27,3,11.23,98.56,0.01,1.28,103.36
2021,2,27,4,11.12,98.06,0.01,1.1,112.03
2021,2,27,5,11.03,97.81,0.0,0.98,116.97
2021,2,27,6,11.26,97.12,0.0,0.99,114.74
2021,2,27,7,12.49,93.38,0.11,1.72,114.94
2021,2,27,8,13.82,87.81,0.16,2.35,104.27
2021,2,27,9,14.98,81.69,0.26,2.71,96.61
2021,2,27,10,16.03,76.0,0.33,2.7,96.49
2021,2,27,11,16.83,72.38,0.4,2.6,100.4
2021,2,27,12,17.38,70.69,0.49,2.39,101.71
2021,2,27,13,17.4,71.5,0.63,2.02,102.05
2021,2,27,14,16.97,74.75,0.8,1.62,102.5
2021,2,27,15,16.12,79.94,0.99,1.37,103.17
2021,2,27,16,15.18,86.0,1.08,1.22,101.09
2021,2,27,17,14.21,92.62,1.05,0.94,98.6
2021,2,27,18,13.42,97.62,0.92,0.56,102.88
2021,2,27,19,13.14,98.56,0.71,0.78,116.82
2021,2,27,20,12.87,98.0,0.55,1.01,121.12
2021,2,27,21,12.54,97.81,0.49,1.18,128.31
2021,2,27,22,12.23,96.69,0.59,1.37,138.69
2021,2,27,23,11.96,95.62,0.84,1.42,144.21
2021,2,28,0,11.78,94.69,1.0,1.25,142.13
2021,2,28,1,11.55,94.56,0.93,1.09,136.74
2021,2,28,2,11.28,95.0,0.72,1.05,132.27
2021,2,28,3,11.01,95.38,0.52,1.05,131.39
2021,2,28,4,10.8,95.88,0.35,1.14,136.67
2021,2,28,5,10.69,95.81,0.26,1.25,142.13
2021,2,28,6,11.05,95.06,0.22,1.48,144.64
2021,2,28,7,12.34,90.06,0.06,2.33,139.36
2021,2,28,8,13.59,84.69,0.07,2.94,128.21
2021,2,28,9,15.02,78.19,0.09,3.33,122.65
2021,2,28,10,16.58,71.62,0.12,3.36,118.59
2021,2,28,11,17.62,68.06,0.16,3.03,113.2
2021,2,28,12,17.87,68.06,0.19,2.46,107.92
2021,2,28,13,17.56,70.81,0.22,1.92,102.0
2021,2,28,14,17.03,74.69,0.25,1.65,96.52
2021,2,28,15,16.46,78.5,0.28,1.57,95.71
2021,2,28,16,15.71,83.19,0.3,1.53,102.05
2021,2,28,17,14.68,89.81,0.31,1.27,111.67
2021,2,28,18,13.62,96.44,0.28,0.82,119.0
2021,2,28,19,13.22,98.06,0.25,0.95,128.29
2021,2,28,20,12.94,98.56,0.22,0.99,143.31
